,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Main Author,Year,Location,Filter,Input Body Part,Gesture,Sensors,No Additional Sensing,Number of Selected Gestures,Resolution,Hands- Free,Eyes- Free,Possible on One Ear,Adaptation of the Interaction Detection Algorithm to the Individual User,Discreetness of Interaction Techniques,Social Acceptability of Interaction Techniques,Accuracy of Interaction Recognition,Robustness of Interaction Detection,Elicitation Study,Usability Evaluations,Cognitive Ease Evaluations,Discreetness of Interactions Evaluations,Social Acceptability of Interactions Evaluations,Accuracy of Interactions Evaluation,Alternative Interaction Validity Evaluations,Evaluation of Different Conditions,Evaluations of Different Settings,Earphone Type,Development Stage,Real-Time Processing,On Device Processing,Motivations (Notes),Motivations,Intended Applications,Keywords,Abstract,DB ID,Citation,Study Link,DONE,Discreetness of Interaction Techniques - MK,Social Acceptability of Interaction Techniques - MK,Elemental Task,Degrees of Freedom,Resolution - Alt,Spatial,No. of proposed Semantic Gestures,Discrete,Continuous,Active Feedback,Theoretical Grounding of Interaction Techniques,Usability,"Device 
Appearance","Cognitive 
Ease",Multi-Gesture Detection,Composite Evaluative Score
[712],Manabe et al.,2012,Hand Gestures and Location,Duplicate of [23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[617],Hossain et al.,2019,,Duplicate of [622],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[621],Wang et al.,2021,,Duplicate of [306],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[629],Futami et al,2022,,Duplicate of [627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[281],Ma et al.,2022,,Duplicate of [626],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[335],Choi et al.,2023,,Duplicate of [345],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[299],Wang et al.,2023,Mouth,Duplicate of [306],Teeth,"Click, Slide",Microphone,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Authentification,,,-,,,,,,"Position, Selection, Path",X,X,absolute,,Yes,No,,,,,,,
[32],Metzger et al.,2004,Hand Gestures and Location,Singled Loc,Hand,"Slide (Mid-Air), Hold (Mid-Air)",Proximity Sensor,Present,6,,No,Yes,Not Present,Not Present,Low (Derived),Low (Derived),High (N=1),Not Indicated,,,,,,,,,,,,Present,Not Present,,,"Music Player, Phone Calls, Accessibility, Device Control",,,-,,,Done,,,"Selection, Path, Quantification",1,coarse,relative,6,Yes,Yes,X,Not Present,Not Indicated,Low (Derived),Not Indicated,Present,32%
[32],Metzger et al.,2004,Head Gestures and Pointing,Singled Loc,Head,Roll,Accelerometer,Present,1,,No,Yes,Not Present,Not Present,Medium (Derived),High (Derived),Not Indicated,Not Indicated,,,,,,,,,,,,Present,Not Present,,,"Music Player, Phone Calls, Accessibility, Device Control",,,-,,,Done,,,"Path, Orientation",1,X,relative,1,Yes,No,X,Not Present,Not Indicated,Low (Derived),Not Indicated,Not Indicated,22%
[17],Ando et al.,2017,Face,Singled Loc,Jaw,Facial Gesture (Mouth),Pressure Sensor,Present,6,,Yes,Yes,Partly Present,Not Present,Medium (Derived),Medium (Derived),High (N=12),Medium (N=6),,,,,,,,,,,,Not Present,Not Present,,,"Music Player, Device Control",,,-,,,Done,,,Selection,2,X,relative,6,Yes,No,X,Not Present,Not Indicated,Medium (Derived),Not Indicated,Present,34%
[17],Ando et al.,2017,Head Gestures and Pointing,Singled Loc,Head,"Pitch, Roll, Yaw",Pressure Sensor,Present,5,,Yes,Yes,Partly Present,Not Present,Medium (Derived),High (Derived),Medium (N=12),Medium (N=6),,,,,,,,,,,,Not Present,Not Present,,,"Music Player, Device Control",,,-,,,Done,,,"Selection, Orientation, Path",3,X,relative,5,Yes,No,X,Not Present,Not Indicated,Medium (Derived),Not Indicated,Present,31%
[12],Matthies et al.,2017,Face,Singled Loc,Facial Expression,"Smile, Facial Gesture (Mouth), Facial Gesture (Eye)","EMG, Capacitive Sensor, Electrical Field Sensing",Present,11,,Yes,Visual Attention,Not Present,Not Present,Low (Derived),Low (Derived),Low (N=1),Medium (N=3),,,,,,,,,,,,Not Present,Not Present,,,Device Input,,,-,,,Done,,,"Selection, Orientation",2,X,relative,11,Yes,No,X,Not Present,Not Indicated,Low (Derived),Not Indicated,Present,18%
[12],Matthies et al.,2017,Head Gestures and Pointing,Singled Loc,Head,"Pitch, Yaw","EMG, Capacitive Sensor, Electrical Field Sensing",Present,4,,Yes,Yes,Not Present,Not Present,Medium (Derived),High (Derived),Low (N=1),Medium (N=3),,,,,,,,,,,,Not Present,Not Present,,,Device Input,,,-,,,Done,,,"Selection, Path, Orientation",2,X,relative,4,Yes,No,X,Not Present,Not Indicated,Low (Derived),Not Indicated,Present,23%
[111],Wang et al.,2017,Eye-Tracking,Singled Loc,"Facial Expression, Gaze",,"EOG, EMG",,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,Device Control,,,-,,,,,,Selection,2,coarse (4),relative,,Yes,No,,,,,,,
[111],Wang et al.,2017,Face,Singled Loc,"Facial Expression, Gaze",,"EOG, EMG",,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,Device Control,,,-,,,,,,Selection,2,coarse (4),relative,,Yes,No,,,,,,,
[8],Amesaka et al.,2019,Face,Singled Loc,Facial Expression,Facial Gesture (Mouth),"Microphone, Speaker",Present,3,,Yes,Yes,Not Present,Not Present,Medium (Derived),Medium (Derived),Medium (N=11),Not Indicated,,,,,,,,,,,,Not Present,Not Present,,,"Device Control, Device Input, Music Player",,,-,,,Done,,,"Selection, Orientation, Path",1,X,relative,12,Yes,No,X,Present (N=11),Not Indicated,Medium (Derived),Not Indicated,Present,29%
[8],Amesaka et al.,2019,Head Gestures and Pointing,Singled Loc,Head,Roll,"Microphone, Speaker",Present,2,,Yes,Yes,Not Present,Not Present,Medium (Derived),High (Derived),Medium (N=11),Not Indicated,,,,,,,,,,,,Not Present,Not Present,,,"Device Control, Device Input, Music Player",,,-,,,Done,,,"Selection, Path, Orientation",1,X,relative,6,Yes,No,X,Present (N=11),Not Indicated,Medium (Derived),Not Indicated,Present,31%
[234],Chen et al.,2020,Ear and Earable,Singled Loc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[234],Chen et al.,2020,Hand Gestures and Location,Singled Loc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[26],Xu et al.,2020,Ear and Earable,Singled Loc,Hand,"Tap (Ear), Slide (Ear)",Microphone,Present,3,,No,Yes,Present,Present,Medium (Derived),High (N=16),Medium (N=18),Medium (N=18),,,,,,,,,,,,Present,Not Present,,,"Music Player, Phone Calls, Communication, Device Input, AR/VR",,,-,,,Done,,,"Selection, Position, Path",1,X,relative,8,Yes,No,X,Present (N=16),High (N=12),High (Derived),Medium (N=16),Present,73%
[26],Xu et al.,2020,Hand Gestures and Location,Singled Loc,Hand,"Tap (Face), Slide (Face)",Microphone,Present,5,,No,Yes,Present,Present,Medium (Derived),High (N=16),High (N=18),Medium (N=18),,,,,,,,,,,,Present,Not Present,,,"Music Player, Phone Calls, Communication, Device Input, AR/VR",,,-,,,Done,,,"Selection, Position, Path",1,X,relative,19,Yes,No,X,Present (N=16),High (N=12),High (Derived),High (N=16),Present,83%
[258],Gashi et al.,2021,Face,Singled Loc,Facial Expression,"Smile, Facial Gesture (Mouth)","Accelerometer, Gyroscope",Present,2,,Yes,Yes,Present,Not Present,Low (Derived),Low (Derived),Low (N=21),Not Indicated,,,,,,,,,,,,Not Present,Not Present,,,"Social Interaction, Feedback System",,,-,,,Done,,,"Path, Selection",X,X,X,2,Yes,No,X,Not Present,Not Indicated,High (Derived),Not Indicated,Present,21%
[258],Gashi et al.,2021,Head Gestures and Pointing,Singled Loc,Head,"Pitch, Yaw","Accelerometer, Gyroscope",Present,2,,Yes,Yes,Present,Not Present,Medium (Derived),Medium (Derived),Low (N=21),Not Indicated,,,,,,,,,,,,Not Present,Not Present,,,"Social Interaction, Feedback System",,,-,,,Done,,,"Path, Orientation, Selection",2,X,relative,2,Yes,No,X,Not Present,Not Indicated,High (Derived),Not Indicated,Present,24%
[296],Rateau et al.,2022,Ear and Earable,Singled Loc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[296],Rateau et al.,2022,Hand Gestures and Location,Singled Loc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[344],Chugh et al.,2023,Head Gestures and Pointing,Singled Loc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[344],Chugh et al.,2023,Face,Singled Loc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[376],Li et al.,2023,Ear and Earable,Singled Loc,Hand,"Pinch (Ear), Cover (Ear)",Microphone,Not Present,2,,No,Yes,Partly Present,Not Present,Medium (Derived),High (N=25),High (N=10),Not Indicated,,,,,,,,,,,,Not Present,Not Present,,,"Device Control, Device Input",,,-,,,Done,,,"Selection, Position",X,X,X,5,Yes,No,X,Present (N=10),High (N=25),Low (Derived),Not Indicated,Present,44%
[376],Li et al.,2023,Hand Gestures and Location,Singled Loc,Hand,"Thinking Gesture, Hold (Face), Cover (Face), Calling Gesture, Support (Face)",Microphone,Not Present,6,,No,Yes,Partly Present,Not Present,Low (Derived),High (N=25),High (N=10),Not Indicated,,,,,,,,,,,,Not Present,Not Present,,,"Device Control, Device Input",,,-,,,Done,,,"Selection, Position",X,X,X,10,Yes,No,X,Present (N=10),High (N=25),Low (Derived),Not Indicated,Present,44%
[308],Panda et al.,2023,Ear and Earable,Singled Loc,Hand,"Lift (Earable), Press (Earable)","Accelerometer, Gyroscope, Magnetometer, Button",Present,2,,No,Yes,Not Present,Not Present,Medium (Derived),Medium (Derived),Not Indicated,Not Indicated,,,,,,,,,,,,Present,Present,,,Video Conference,,,-,,,Done,,,"Selection, Position",1,X,relative,2,Yes,No,Coupled,Present,Not Indicated,Low (Derived),Not Indicated,Not Indicated,32%
[308],Panda et al.,2023,Hand Gestures and Location,Singled Loc,Hand,"Cup (Mid-Air), Cover (Face)",LiDAR Sensor,Present,2,,No,Yes,Not Present,Not Present,Low (Derived),Medium (Derived),Not Indicated,Not Indicated,,,,,,,,,,,,Present,Present,,,Video Conference,,,-,,,Done,,,"Selection, Position",X,X,X,2,Yes,No,Coupled,Present,Not Indicated,Low (Derived),Not Indicated,Not Indicated,31%
[308],Panda et al.,2023,Head Gestures and Pointing,Singled Loc,Head,"Pitch, Roll, Yaw","Accelerometer, Gyroscope, Magnetometer",Present,8,,Yes,Visual Attention,Not Present,Not Present,Medium (Derived),High (Derived),Not Indicated,Not Indicated,,,,,,,,,,,,Present,Present,,,Video Conference,,,-,,,Done,,,"Selection, Position, Orientation",3,fine,"absolute, relative",2,Yes,Yes,Coupled,Present,Not Indicated,Low (Derived),Not Indicated,Not Indicated,35%
[275],Shimon et al.,2024,Ear and Earable,Singled Loc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[275],Shimon et al.,2024,Hand Gestures and Location,Singled Loc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[354],Yang et al.,2024,Ear and Earable,Singled Loc,Hand,Pinch (Ear),"Speaker, Microphone",Present,1,,No,Yes,Not Present,Not Present,Medium (Derived),High (Derived),High (N=22),Medium (N=1),,,,,,,,,,,,Not Present,Not Present,,,"Music Player, AR/VR, Health, Device Control",,,-,,,Done,,,Selection,X,X,X,1,Yes,No,X,Partly Present,Medium (N=22),Low (Derived),Medium (N=22),Present,46%
[354],Yang et al.,2024,Hand Gestures and Location,Singled Loc,Hand,"Press (Face), Cover (Face), Close (Mid-Air), Open (Mid-Air), Slide (Mid-Air), Click (Mid-Air), Approach (Mid-Air)","Speaker, Microphone",Present,9,,No,Yes,Not Present,Not Present,Low (Derived),Medium (Derived),High (N=22),Medium (N=1),,,,,,,,,,,,Not Present,Not Present,,,"Music Player, AR/VR, Health, Device Control",,,-,,,Done,,,"Selection, Path",2,X,relative,11,Yes,No,X,Partly Present,Medium (N=22),Low (Derived),Medium (N=22),Present,43%
[9],Pham et al.,2020,Eye-Tracking,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[244],Cao et al.,2021,Mouth,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
[57],Salzar et al.,2008,Head Gestures and Pointing,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,
